year,FIPS,County,State,yield,area,tmax5,tmax6,tmax7,tmax8,tmax9,tmin5,tmin6,tmin7,tmin8,tmin9,tave5,tave6,tave7,tave8,tave9,vpdmax5,vpdmax6,vpdmax7,vpdmax8,vpdmax9,vpdmin5,vpdmin6,vpdmin7,vpdmin8,vpdmin9,vpdave5,vpdave6,vpdave7,vpdave8,vpdave9,precip5,precip6,precip7,precip8,precip9
2017,06013,CONTRA COSTA,CALIFORNIA,44.04,3300,24.5495645227,28.2920453281,31.3822017534,29.6837662838,28.6765122653,10.7220147072,13.5381137385,14.4259680263,15.3016349639,14.8636894816,17.6357896149,20.9150795333,22.9040848898,22.4927006239,21.7701008735,20.5575758207,26.0378950268,34.265874363,28.9372739086,28.4343564473,2.35576485582,2.99480175222,3.73202094176,3.37524844146,4.21692017483,11.4566703383,14.5163483895,18.9989476524,16.156261175,16.325638311,0.441368421693,1.24106141011,0.0,0.0208859645798,0.316956141456
2017,06069,SAN BENITO,CALIFORNIA,35.82,1000,24.7399449436,29.8594020862,33.5886775628,32.6532873788,29.3570131336,9.29718191848,12.7743908608,15.7234111357,16.338910058,13.6356046547,17.018563431,21.3168964735,24.6560443492,24.4960987184,21.4963088941,23.256559707,32.92853317,43.6564709834,38.9474541151,32.2347293285,2.89825992718,5.11838397488,9.41090307077,7.7865955286,5.56780752814,13.0774098171,19.0234585724,26.5336870271,23.3670248219,18.9012684283,1.46112499903,1.60950480926,0.0,0.00190865382711,0.258649038805
2017,06011,COLUSA,CALIFORNIA,46.16,13100,27.935384441,31.743953306,35.6725022871,35.2588408205,31.4003838747,11.547056536,15.7825073181,17.3788587406,17.9675941165,14.9171214184,19.7412204885,23.7632303121,26.5256805138,26.6132174685,23.1587526466,28.6591983293,35.855420319,47.1849700393,43.8656581034,37.3933633572,3.31334650739,4.75503516705,6.93630609665,6.66242448878,5.74326025542,15.9862724184,20.305227743,27.060638068,25.2640412961,21.5683118063,1.22593406757,8.18347802911,0.0,0.417697797748,0.514285715218
2017,06067,SACRAMENTO,CALIFORNIA,46.7,1000,27.2751623589,31.6531767591,35.3954427384,34.0954782292,30.8695047135,11.2903204162,14.7044821033,15.8499887491,16.258902365,14.8354818835,19.2827413875,23.1788294312,25.6227157438,25.1771902971,22.8524932985,25.7514135006,34.2840087295,45.5091445825,38.8240082512,33.4662754025,2.24097575156,3.34642461131,4.88784736746,4.08617557746,3.97208232606,13.9961946261,18.8152166704,25.198495975,21.4550919143,18.7191788643,1.69997986512,5.95062416575,0.0,0.0,0.0
2017,06095,SOLANO,CALIFORNIA,41.63,8200,26.3370675628,30.3922536019,33.6436474072,32.2861549713,30.600483746,10.7796931381,14.0607868959,14.2844904901,15.1355486623,14.5165638198,18.5583803505,22.2265202489,23.9640689486,23.7108518168,22.5585237829,23.4732412544,30.1970333262,39.3302136958,33.9789170009,32.8225415754,2.03578963406,2.88853618175,3.3159867653,3.0214268013,3.93495384338,12.7545154442,16.542784754,21.3231002306,18.5001719011,18.3787477094,0.422435897893,6.81404272839,0.0,0.000111111113404,0.0183076921265
2017,06101,SUTTER,CALIFORNIA,40.05,8400,28.4146240155,32.6548885359,36.5703682566,35.5593793841,31.8787742688,12.0383955016,15.8817454822,16.838016128,17.1429448916,15.0055451466,20.2265097585,24.268317009,26.7041921923,26.3511621378,23.4421597077,28.2136794412,36.9045788023,49.4983995025,43.3795080512,36.4829246673,2.72317405806,3.85815902525,5.52977621103,4.70893750238,4.48524791848,15.4684267496,20.3813689138,27.5140878568,24.0442227768,20.4840862929,2.65245834165,14.1688645914,0.0,0.0,0.000416666662204
2017,06113,YOLO,CALIFORNIA,43.08,28900,27.9002358164,32.1699683154,35.7303999238,34.823530167,31.4329101322,11.7118042465,15.0835387195,15.7598218878,16.3446173105,14.834416557,19.8060200315,23.6267535175,25.7451109058,25.5840737387,23.1336633446,27.6345227191,36.0905933923,45.7794443798,41.0080456826,35.768160233,3.22440993821,4.11387039232,4.95090182268,4.480692444,4.79439689071,15.4294663287,20.1022318923,25.3651731012,22.7443690633,20.2812785619,1.02918012373,9.42534784958,0.0,0.000347826083231,0.00107453416553
2017,06019,FRESNO,CALIFORNIA,50.39,72000,23.1835432983,28.6550891247,32.668057783,31.4383280499,26.6643699406,8.19684541292,12.684525887,16.1533586252,16.2634723023,12.0509908,15.6901943556,20.6698075059,24.4107082041,23.8509001761,19.3576803703,23.3978364002,33.0154982882,42.3066504804,38.2540840061,29.182877656,3.57861528301,5.88760852723,8.95459387262,8.10636312804,5.29252562416,13.4882258416,19.4515534077,25.6306221765,23.1802235671,17.2377016401,5.80231172626,2.7036960891,0.176785474864,3.15406033473,12.0340145376
2017,06029,KERN,CALIFORNIA,51.33,8600,26.5001230291,32.6243423976,36.2462154961,34.922894531,29.5037587064,10.9704672195,16.4822660696,20.398798207,19.6392753392,14.8816537213,18.7352951243,24.5533042336,28.3225068516,27.2810849351,22.1927062139,28.6876610298,42.2822785101,50.9462531901,45.9973984723,33.304989193,4.72504240965,8.5015922054,12.5587554781,10.2170883979,6.05584158549,16.7063517197,25.3919353577,31.7525043341,28.1072434351,19.6804153892,3.07362702064,0.235894822224,0.0852168284641,0.693932847639,8.67794578073
2017,06031,KINGS,CALIFORNIA,51.88,25000,28.979526333,34.0928106808,37.6297595656,36.8559723374,32.452237401,12.572436643,17.0296517012,19.3907486975,19.8502880263,15.9432110548,20.775981488,25.561231191,28.5102541316,28.3531301819,24.1977242279,31.9902098408,43.5116283997,53.3430067305,49.6281331475,38.8133406516,4.33951727969,7.01987601942,9.89354295653,8.99779427103,6.11125051356,18.1648635602,25.2657522096,31.6182748435,29.3129637093,22.4622955826,8.38754082681,0.128877551272,0.0,0.0546428573797,1.17838265299
2017,06039,MADERA,CALIFORNIA,49.72,5000,24.0191236502,29.6107765553,33.8935464939,32.683787125,27.7728368297,8.33992512616,12.6842468072,16.0206416804,16.5164799933,12.2521924804,16.1795243882,21.1475116813,24.9570940871,24.6001335592,20.012514655,23.5387799648,34.2105374611,44.4538566089,40.0438102308,30.5067162435,2.62867313786,4.83244321351,7.53907885493,7.04507586829,4.29850833412,13.0837265513,19.5214903373,25.9964677319,23.5444430495,17.4026122888,4.1425925912,3.17096296595,0.250922838885,2.95639815289,16.5806636048
2017,06047,MERCED,CALIFORNIA,47.95,19000,27.7357327483,32.4779759337,36.3336906481,35.1220193562,31.3240467641,11.7629640275,14.9661605615,17.4194060117,17.5855563698,14.9187663245,19.7493483879,23.7220682476,26.8765483299,26.353787863,23.1214065443,28.5990193536,37.5926636058,49.5862252473,43.8950561871,36.1402665372,3.16515396175,4.84027706192,6.97776719501,5.94425084769,4.24703762391,15.8820866577,21.2164703339,28.2819962211,24.9196535174,20.1936520806,1.02404067949,1.93249830666,0.0,0.0,1.04654237462
2017,06077,SAN JOAQUIN,CALIFORNIA,42.35,20400,27.2786717695,31.4581576035,34.7456534964,33.342377445,30.6925937078,10.9429301302,14.3090073739,15.355551657,16.1660307714,14.3484827945,19.1108009499,22.8835824887,25.0506025767,24.7542041082,22.5205382512,25.6817664587,33.1174585263,42.2618187915,36.1021031812,32.0518431795,1.90131143116,3.07837004924,3.90523977717,3.58471532757,3.01474101522,13.7915389449,18.0979142878,23.0835292843,19.8434092544,17.5332920973,1.69779723237,4.25801842531,0.0,0.000921659008493,0.117986176055
