,year,FIPS,County,State,yield,area,tmax5,tmax6,tmax7,tmax8,tmax9,tmin5,tmin6,tmin7,tmin8,tmin9,tave5,tave6,tave7,tave8,tave9,vpdmax5,vpdmax6,vpdmax7,vpdmax8,vpdmax9,vpdmin5,vpdmin6,vpdmin7,vpdmin8,vpdmin9,vpdave5,vpdave6,vpdave7,vpdave8,vpdave9,precip5,precip6,precip7,precip8,precip9,tave56789,vpdave56789,precip56789,precip_gs_mean,precip_gs_std,precip_gs_z,yield_ana
66,2016,6029,KERN,CALIFORNIA,46.4,13900,25.4347762335,33.7624093579,35.748777854299995,34.901846283400005,30.5553104371,10.9392851553,16.9207006164,18.5013865952,18.1703928126,13.7903990273,18.1870306944,25.3415549872,27.125082224699998,26.536119548000002,22.172854732199998,25.4414317538,45.943072487600006,50.9607817021,48.0792865406,37.4550528579,4.0890536341,10.378532659600001,12.085072371199999,11.5763488881,7.8218121906899984,14.765242694000001,28.1608025736,31.5229270367,29.827817714400002,22.638432524299997,6.39788916265,0.144960356178,0.0185711973363,0.114870550322,0.060846278285800005,23.872528437299998,26.069197504675,6.737137544772101,13.357423035803045,11.869396821942262,-0.5577609031313544,-1.9589302185864668
67,2015,6029,KERN,CALIFORNIA,45.66,14500,24.3260687458,33.3353524731,32.9664218543,34.9747199649,32.198646982,9.95034163398,17.0267516195,18.2052677772,18.6067663674,16.082129993,17.1382051899,25.1810520463,25.585844815700003,26.7907431662,24.1403884875,24.3932451198,44.1736057158,39.650011480399996,46.847074332,39.4515086273,4.11443209172,10.2182448773,8.34620445666,10.2774096953,8.25047330143,14.253838605799999,27.1959252965,23.998107968499998,28.562242013600002,23.8509909644,10.1959627803,2.36198058291,18.7257038969,0.0804288024671,4.575404525330001,23.76724674112,23.5025284711,35.9394805879071,13.357423035803045,11.869396821942262,1.9025446609349113,-1.1188079285819583
68,2014,6029,KERN,CALIFORNIA,52.86,14000,27.662390649699997,32.6378020381,35.9109019645,34.1346374833,32.5036580342,11.816316159200001,15.8242556627,19.7504729099,17.737996399700002,16.2057405641,19.7393534045,24.2310288504,27.830687437199998,25.9363169415,24.354699299099998,31.7240205121,42.9073152615,48.060992536899995,43.6579958754,39.7678543691,6.646623866790001,9.90445253408,11.4847050856,9.59365278104,8.6350733555,19.1853221895,26.405883897800003,29.7728488113,26.6258243282,24.2014638623,2.25957928854,0.0,0.17357605184900002,2.77559061476,0.20113268683,24.41841718654,25.4974698067,5.409878641979001,13.357423035803045,11.869396821942262,-0.6695828366890457,7.607302363801281
69,2013,6029,KERN,CALIFORNIA,42.31,13000,27.009991916500002,33.007884841300005,36.4035580531,34.0363720166,30.7988878067,11.4894375743,16.0737149415,20.2283722244,17.4961269438,15.001785057000001,19.2497147454,24.5407998914,28.315965138699998,25.7662494802,22.9003364318,28.7650302693,40.4945302085,49.4430718198,43.322019528,34.9980498938,5.42406853806,8.329184466910002,12.319068276600001,9.05527429935,7.35405690511,17.0945494037,24.4118573377,30.8810700482,26.188646913699998,21.1760533994,4.018980583309999,0.0365695793145,3.26135922012,1.57372168225,0.651723301421,24.1546131375,24.644030925825,9.5423543664155,13.357423035803045,11.869396821942262,-0.3214206017895408,-1.4705993414076488
70,2012,6029,KERN,CALIFORNIA,55.92,12000,28.0854773454,31.8219020929,34.672531571,36.6341055862,33.4295070051,11.2300600271,14.350948217000001,17.3858283762,19.894906041,16.5480574454,19.657768686300003,23.0864251549,26.0291799736,28.2645058136,24.988782225300003,31.0888302579,38.8926229808,44.7059713891,49.710500045299995,41.4512850677,5.163059559030001,7.7194314998,9.6340557467,11.9052602073,9.13651645119,18.1259449085,23.3060272403,27.1700135679,30.807880126300002,25.293900759499998,0.218737863542,0.00290453070956,0.132338187715,1.46376213352,0.910032361357,24.405332370740002,24.85246646075,2.7277750768435602,13.357423035803045,11.869396821942262,-0.8955508117572643,13.557486955703936
71,2011,6029,KERN,CALIFORNIA,50.23,13000,22.9964949369,29.304872705900003,33.9885697883,34.8037939811,32.7069169408,8.15092181041,13.4539463335,17.6587193345,17.565932772,15.775443905,15.573708373599999,21.3794095197,25.8236445614,26.1848633765,24.2411804229,21.6523877733,31.9245679573,40.9473561933,44.7174274492,39.1672268103,3.0373457572500002,5.3940819867,7.44698402872,8.618795282210002,7.14123166214,12.344866765299999,18.659324972,24.197170111,26.668111365700003,23.1542292362,15.233487051700001,4.36783170886,2.07610841658,2.11999190942,3.4796521034500003,22.640561250820003,20.4673683035,27.277071190010002,13.357423035803045,11.869396821942262,1.172734247832587,9.231561255223347
72,2010,6029,KERN,CALIFORNIA,48.21,14000,22.8868778044,31.298953072699998,35.5767561873,34.1844096483,32.1206518332,7.91082889729,14.6275992475,18.332535232799998,16.1639495223,13.744429613900001,15.3988533509,22.9632761601,26.954645710100003,25.174179585300003,22.9325407235,20.8973499262,35.6751755689,43.6738435643,42.5394733341,38.905983551599995,3.0672037804000003,6.784711705119999,9.364742924889999,8.03204588342,6.918086571030001,11.982276853299998,21.229943637,26.5192932446,25.2857596088,22.912035061300003,5.71643203704,0.0665210358615,0.586860842825,0.0892556630735,0.0,22.68469910598,21.254318335925,6.459069578799999,13.357423035803045,11.869396821942262,-0.5811882069904734,8.521623557121494
73,2017,6031,KINGS,CALIFORNIA,51.88,25000,28.979526333000003,34.0928106808,37.6297595656,36.8559723374,32.452237401,12.572436643,17.0296517012,19.3907486975,19.8502880263,15.9432110548,20.775981488,25.561231190999997,28.5102541316,28.3531301819,24.1977242279,31.9902098408,43.5116283997,53.3430067305,49.6281331475,38.8133406516,4.339517279690001,7.019876019419999,9.89354295653,8.997794271030001,6.111250513559999,18.1648635602,25.2657522096,31.6182748435,29.3129637093,22.462295582600003,8.387540826810001,0.128877551272,0.0,0.054642857379700004,1.17838265299,25.47966424408,26.090463580650002,9.749443888451701,7.14122653002555,7.315242315199972,0.35654558605757564,1.8869354937877532
74,2016,6031,KINGS,CALIFORNIA,54.74,27000,28.539456883899998,35.1397403107,37.2485077267,36.6880442548,33.1306886002,12.8893462823,17.0086506633,18.1118362426,17.820674628,14.078959014,20.7144015831,26.074195486999997,27.6801719846,27.2543594414,23.6048238071,29.9611022057,48.3284341987,53.5368286535,51.5307750291,42.1505071371,4.08499835379,8.430547283500001,9.483750659910001,8.431610270810001,6.5744664974,17.0230502798,28.3794907411,31.5102896567,29.9811926499,24.362486817199997,6.396198968280001,0.865132656062,0.0,0.0,0.0,25.065590460640003,26.723505831875,7.261331624342001,7.14122653002555,7.315242315199972,0.016418471069220893,6.381069781413537
75,2015,6031,KINGS,CALIFORNIA,50.79,26500,27.371858128299998,35.5294982969,35.508571421300005,35.9568317701,33.887933658099996,11.7944601674,17.645741501099998,19.622564191800002,18.553145174100003,16.239207486199998,19.5831591478,26.587619899,27.565567806599997,27.2549884721,25.063570572199996,29.1209677164,49.32791666399999,46.1654427496,47.5023666495,43.7374115425,4.274019094680001,9.03387925039,9.44501645589,8.6510648377,8.886739798839999,16.6974934055,29.1808979572,27.8052296027,28.0767157436,26.3120756707,7.52448978387,0.20485714292100002,6.4544897825,0.0772959188254,0.134540816094,25.210981179539996,25.44008417725,14.3956734442104,7.14122653002555,7.315242315199972,0.9916892156957264,4.011192071418044
76,2014,6031,KINGS,CALIFORNIA,54.13,30000,30.7694371382,34.739411557800004,37.5831385679,36.4081665608,34.3448673518,13.7635582667,16.3705918442,20.3609331786,19.0243696518,17.0311411546,22.2664977024,25.555001701,28.972035873200003,27.7162681063,25.688004253200003,36.898984525799996,46.6652091763,51.8522350335,49.0089664205,43.5352619025,6.86426760964,8.409734691,10.2142100042,9.10210335663,7.526775515850001,21.8816260677,27.537471933600003,31.033222518800002,29.0555348886,25.5310187092,0.0376530612572,0.0,0.0,0.0,0.06362244879290001,26.039561527220002,27.376963852175003,0.1012755100501,7.14122653002555,7.315242315199972,-0.9623674400159639,8.877302363801284
77,2013,6031,KINGS,CALIFORNIA,45.81,27000,29.440676416,34.3818979584,38.2775938032,35.6295704317,32.262877571,13.0502353547,17.0009268725,20.3356188452,17.7520029554,15.5522874083,21.2454558854,25.6914124155,29.3066063242,26.6907866936,23.9075824896,31.4577452336,40.3693299329,52.6783657225,44.9820786583,36.2685306416,5.10145490621,6.59806463074,10.0872613559,7.074799211499999,6.188971089419999,18.2796000699,23.483697281799998,31.3828135392,26.0284389349,21.2287508655,7.37224488868,0.0,0.050204081917,0.0,0.00428571428495,25.36836876166,24.793637456449996,7.42673468488195,7.14122653002555,7.315242315199972,0.039029213600095904,2.029400658592351
78,2012,6031,KINGS,CALIFORNIA,49.66,29000,29.9343087505,32.968535703899995,35.6073255492,37.7032439522,34.9155135852,11.9680315985,14.9153673528,17.4944502953,19.326714953099998,16.7448282323,20.9511701745,23.9419515283,26.550887922199998,28.5149794527,25.8301709088,33.086410471,39.4126377446,44.4373568161,51.1176711391,43.029144545600005,4.62375411527,6.3619676901,7.1456632649100005,9.22573897366,7.43735544217,18.8550822931,22.887302717399997,25.7915100405,30.171705056399997,25.2332499939,0.518163266525,0.0,0.0,0.0,0.0,25.1578319973,24.42640002685,0.518163266525,7.14122653002555,7.315242315199972,-0.9053785203722947,7.297486955703931
79,2011,6031,KINGS,CALIFORNIA,51.86,28000,25.712419346999997,31.0111411414,35.558253793,35.8707307432,34.2988452289,9.485169521989999,14.414935377699999,17.8835549802,17.1061076451,16.4237363837,17.5987944345,22.7130382596,26.720904386599997,26.488419194099997,25.3612908063,24.701886115,33.3476479486,40.968342659,43.1193564746,39.159559547,2.8552929566400005,4.3421037416,6.34604345104,5.9360911837699994,5.59899490056,13.7785895358,18.8448758451,23.657193055,24.5277238292,22.379277223800003,6.82561224394,15.5965306318,0.00515306123285,0.11943877563500001,0.119387755113,23.776489416220002,20.202095566275,22.66612246772085,7.14122653002555,7.315242315199972,2.122266805220779,10.86156125522335
80,2010,6031,KINGS,CALIFORNIA,51.24,34000,25.068684976,33.1036700683,36.4114137697,35.1207439217,32.8401700866,9.49304476849,15.2853537373,18.2960533239,16.2679081571,14.0942006805,17.2808648722,24.194511902800002,27.353733546799997,25.6943260394,23.4671853836,23.5667297598,38.1293639345,45.143033261199996,42.9741655576,37.2310884589,2.85796412265,5.602222792409999,7.215052667030001,5.7623963179199995,4.77460034352,13.212346941199998,21.8657933635,26.1790429641,24.3682809378,21.002844401199997,8.12750000505,0.0,0.000561224486755,0.0,0.0,23.59812434896,21.40636605165,8.128061229536756,7.14122653002555,7.315242315199972,0.1349011634871906,11.551623557121495
81,2004,6031,KINGS,CALIFORNIA,37.34,22500,29.4875362065,33.425510202800005,36.3617100191,35.3217956102,33.1750203924,12.2552485239,15.7249744952,18.4515503688,17.3906402272,14.044386062000001,20.8713923652,24.575242349,27.406630194,26.3562179187,23.609703227199997,31.646649123200003,38.2828809621,44.7569601807,42.3573962925,40.78794217,4.2506319977,5.781122449630001,6.68593318092,6.0114104713800005,5.87824489868,17.9486405604,22.0320017059,25.7214466808,24.1844033819,23.333093534299998,0.0173469388439,0.0,0.0,0.0,0.0,24.56383721082,22.47162308225,0.0173469388439,7.14122653002555,7.315242315199972,-0.9738405488467963,4.3777454184345
82,1991,6031,KINGS,CALIFORNIA,28.44,7500,26.665729097800003,31.7553265341,36.3641491143,33.8117922977,34.7834030706,10.6308113929,14.3833112289,19.1199934136,17.0001431824,17.3296343524,18.6482702454,23.0693188815,27.742071264,25.40596774,26.0565187115,25.4049094679,33.8915034041,40.0489137739,33.1383163296,37.002670067800004,4.16832785018,5.84052891247,6.5514845266199995,5.010612245340001,6.69417856885,14.786618659,19.8660161583,23.300199150300003,19.0744642875,21.848424318299998,0.0007653061148460001,0.461122449697,0.0,0.038418367296000004,0.647806122585,24.184429368480004,19.256824563774998,1.1481122456928459,7.14122653002555,7.315242315199972,-0.8192639458955331,3.380527744969587
83,2017,6039,MADERA,CALIFORNIA,49.72,5000,24.0191236502,29.610776555300003,33.8935464939,32.683787125,27.772836829699997,8.33992512616,12.684246807200001,16.0206416804,16.5164799933,12.2521924804,16.1795243882,21.147511681300003,24.9570940871,24.6001335592,20.012514655,23.5387799648,34.2105374611,44.453856608900004,40.0438102308,30.506716243499998,2.62867313786,4.83244321351,7.5390788549300005,7.04507586829,4.298508334119999,13.083726551300002,19.5214903373,25.9964677319,23.544443049499996,17.4026122888,4.1425925912,3.1709629659500003,0.250922838885,2.9563981528900003,16.5806636048,21.379355674160003,20.5365319175,27.101540153725,17.787345061262418,9.553082249255455,0.9749937087779716,-0.27306450621225054
84,2014,6039,MADERA,CALIFORNIA,50.67,6000,25.007168458699997,29.7964218163,33.0072899197,31.448694734,29.4989773546,8.845446033239998,12.2711491793,16.7582407433,15.2356322224,13.3085092548,16.926307246,21.0337854978,24.8827653315,23.342163478200003,21.4037433047,27.5900477748,37.1472921843,41.7920280529,38.8581102977,34.0621491899,4.358512543490001,6.6928343625,8.22906213077,7.00925228921,5.667702675630001,15.974280159100001,21.9200632734,25.010545091799997,22.933681293499998,19.8649259328,8.15123457272,0.295586420229,5.5288580111000005,0.791790124443,11.1515740825,21.51775297164,21.459642454449998,25.919043210992,17.787345061262418,9.553082249255455,0.8512119897599907,5.417302363801284
85,2013,6039,MADERA,CALIFORNIA,38.2,5000,24.1740631202,29.791336405,33.6783492654,31.3898974381,27.8753199619,8.31389485651,12.8606471223,16.5471555185,14.0886618826,11.870870373699999,16.2439789884,21.3259917637,25.112752391999997,22.7392796604,19.8730951678,23.386710471100002,33.2809207767,43.528364198199995,38.149696342199995,29.790354940700002,2.8695539640099996,5.17872839771,8.14958880868,6.5510852248099996,4.71298353728,13.1281322176,19.2298245872,25.8389765034,22.3503907835,17.251669239,10.1693518459,1.12570987434,0.97743827135,0.8860493791580001,6.86348765354,21.05901959446,20.136831022925,20.022037024288,17.787345061262418,9.553082249255455,0.23392365989518715,-5.580599341407648
86,2012,6039,MADERA,CALIFORNIA,51.67,3000,24.903409996,28.2771975317,31.176233553000003,33.3779569761,30.3183631631,7.40549980264,10.73105556,13.8603205871,16.2223954638,13.3598549359,16.1544548993,19.5041265458,22.5182770701,24.80017622,21.8391090495,25.7306481663,31.840375517800002,37.522651333,44.121057344300006,36.433613187,2.81752289976,4.33780247046,5.99984169997,8.20658801425,6.914957819189999,14.274085533,18.089088994100003,21.7612465165,26.163822679299997,21.6742855031,0.397530862205,3.2527160425300004,0.0659876547777,1.59061728234,0.0411419751134,20.963228756939998,20.072060930725,5.347993816966101,17.787345061262418,9.553082249255455,-1.302129607987601,9.307486955703936
87,2004,6039,MADERA,CALIFORNIA,41.2,1500,24.4869026305,29.219316863400003,32.5143020621,31.764322979499998,29.0577366067,7.162236162999999,11.6553785967,14.688966538599999,13.9718060496,10.827550412799999,15.824569396800001,20.4373477301,23.6016343004,22.8680645146,19.9426435097,24.4216686614,32.3960267501,39.245184182399996,37.659942246199996,34.6418981554,2.8090561526099997,4.3846409484699995,6.349298087289999,6.01917761915,5.96192901656,13.615362407000001,18.3903338493,22.7972411349,21.8395599327,20.301913585999998,7.16749998873,0.59595678987,0.884413583371,0.9121604928299999,0.98608024554,20.534851890320002,19.160624330974997,10.546111100341,17.787345061262418,9.553082249255455,-0.7579997504455468,8.2377454184345
88,2017,6047,MERCED,CALIFORNIA,47.95,19000,27.7357327483,32.4779759337,36.3336906481,35.1220193562,31.3240467641,11.7629640275,14.9661605615,17.4194060117,17.5855563698,14.9187663245,19.7493483879,23.722068247600003,26.876548329899997,26.353787863,23.121406544299997,28.599019353600003,37.5926636058,49.58622524729999,43.8950561871,36.1402665372,3.16515396175,4.840277061919999,6.97776719501,5.94425084769,4.24703762391,15.8820866577,21.216470333900002,28.2819962211,24.919653517399997,20.1936520806,1.02404067949,1.9324983066599999,0.0,0.0,1.0465423746200002,23.96463187454,22.575051682525,4.00308136077,9.624622370842781,12.440106602253467,-0.4518884917798425,-2.0430645062122466
89,2016,6047,MERCED,CALIFORNIA,47.74,23000,27.176323888899997,33.7710779602,35.2416295155,34.4183366952,31.7986542427,11.665794202799999,14.7734864348,15.6120121319,15.161318426400001,13.056503281800001,19.4210590458,24.2722821975,25.426820823699998,24.7898275608,22.4275787623,26.453707714,44.4623108378,47.41649653819999,43.8905165667,39.038433676,2.30606790541,5.434767004279999,5.9905692732,4.3694354321699995,4.21852101833,14.3798878097,24.948538921,26.7035329057,24.1299759994,21.628477347199997,11.1992033747,0.0111491524314,0.0,0.0,0.0,23.267513678020002,22.54048390895,11.2103525271314,9.624622370842781,12.440106602253467,0.1274691774748435,-0.6189302185864634
90,2015,6047,MERCED,CALIFORNIA,48.61,28100,25.9589775676,33.8563502677,33.9587042167,34.0256949267,32.0723864261,10.148944783400001,15.188262153499998,17.0072236245,16.1907632571,14.552413562,18.0539611755,24.5223062106,25.4829639206,25.1082290919,23.312399994,24.953971571599997,43.2837175149,41.2075746318,41.7750989437,39.8186722966,2.0088408970200002,5.035932205430001,5.5347260824,4.877542920530001,6.16362824781,13.481406234300001,24.1598248602,23.3711503571,23.3263209321,22.9911502722,4.6042034018,0.13726440466700002,0.00911864402814,0.589322031997,0.034237287944900004,23.295972078520002,21.084675595925,5.374145770437041,9.624622370842781,12.440106602253467,-0.3416752553901577,1.8311920714180445
91,2014,6047,MERCED,CALIFORNIA,50.35,23000,29.466528136100003,32.9970949046,35.636125752699996,34.363423750100004,32.3928745761,12.455591031099999,14.3878112952,18.210566428099998,16.8780426444,15.4220282544,20.961059583599997,23.692453099899996,26.9233460904,25.620733197199996,23.907451415300002,33.6749108963,40.7425084758,45.0446582884,41.0308977758,36.6291887069,4.62710005641,5.0545728842,6.791793332569999,4.813196281530001,3.72323050991,19.1510054763,22.89854068,25.9182258105,22.9220470287,20.1762096084,0.181254237688,0.005423728894380001,0.0,0.000101694912981,0.991491524439,24.22100867728,22.722454748875002,1.178271185934361,9.624622370842781,12.440106602253467,-0.678961318818474,5.097302363801283
92,2013,6047,MERCED,CALIFORNIA,56.77,13000,28.3518414376,32.6103039525,36.0012826487,33.633351558899996,30.4919954694,12.027142704600001,15.0733762762,17.4262252555,15.588794973399999,14.3108757077,20.1894920711,23.8418401143,26.7137539521,24.6110732661,22.401435588600002,28.748542374299998,35.7865141276,44.6329469657,37.5478468946,31.637829378699998,3.66324002225,4.10855706464,6.04720284232,3.74732312855,3.7048802257599998,16.205891198299998,19.9475355961,25.340074904,20.6475850116,17.6713548023,1.29318644355,0.132406779379,0.0,0.18250847277600002,0.8775593259450001,23.551518998440002,20.5352716775,2.4856610216500004,9.624622370842781,12.440106602253467,-0.5738665734503908,12.989400658592352
93,2012,6047,MERCED,CALIFORNIA,43.62,13000,28.6779846992,31.448063264600002,33.782838701100005,35.9524166136,33.0002033943,11.149873146,13.583915253499999,15.476598143699999,17.439429194200002,15.042796608,19.9139289226,22.5159892591,24.629718422399996,26.695922903899998,24.0215000011,30.824075463200003,36.2618361517,40.1433493589,45.625145961099996,39.0741966077,3.10452050476,4.04905423733,4.25836851086,6.0324734831699995,5.01600791183,16.964297984,20.1554451945,22.200858934899998,25.8288097221,22.0451022598,0.41942372795,5.11050848189,0.0163389830266,0.0,0.183661016765,23.55541190182,21.287352958875,5.7299322096316,9.624622370842781,12.440106602253467,-0.3130753043953559,1.257486955703932
94,2011,6047,MERCED,CALIFORNIA,52.08,13000,23.9712914167,29.1495209006,33.5344800274,34.0649731959,33.2048666746,8.54344122513,13.009881354000001,15.487428107000001,14.8640317155,14.9524451957,16.257366320899997,21.0797011273,24.510954067199997,24.464502455700003,24.078655935100002,21.4250431953,29.7007514074,37.5449841584,38.0561257581,37.4531502669,2.11825587637,2.7916372869800004,4.598466922,3.5747479490300007,4.18652203385,11.7716495358,16.2461943472,21.0717255402,20.815436853599998,20.8198361504,15.4790169569,28.5631863963,0.0,0.0,0.0117966101584,22.078235981240002,17.4762515692,44.0539999633584,9.624622370842781,12.440106602253467,2.767611138177779,11.081561255223349
95,2010,6047,MERCED,CALIFORNIA,51.11,18000,23.8384242639,31.4297977394,34.4156325846,32.8665992157,31.3472033722,8.93886057732,14.1731028246,15.650810283399998,14.164616728,13.6992790948,16.3886424206,22.801450281999998,25.033221434,23.515607971799998,22.5232412335,20.881640240899998,35.0231468876,38.564715149,35.0478665853,34.4597118724,1.8161399667700002,3.33928700615,4.07646364344,2.71554182506,3.5932576262400002,11.3488901038,19.1812169469,21.3205893962,18.8817042052,19.0264847493,8.45223729291,0.34650847443300004,0.0,0.0,0.0,22.05243266838,17.683100163025,8.798745767343,9.624622370842781,12.440106602253467,-0.06638822559206825,11.421623557121492
96,2004,6047,MERCED,CALIFORNIA,41.09,15600,27.8900842098,31.870538987399996,34.4033548381,33.6190595726,31.6976237332,10.6701968281,13.8183084751,16.1943586671,15.672486604500001,13.7922146879,19.2801405189,22.8444237313,25.298856752600003,24.645773088600002,22.7449192105,27.0167042054,33.4322485729,38.5232071884,36.219006013400005,35.9671276854,2.44477637948,3.7847615825400003,4.3859004940499995,3.49310333825,4.47837966393,14.7307402924,18.6085050777,21.4545538412,19.8560546758,20.2227536747,3.69684746285,0.0,0.0,0.0,2.85328813723,22.962822660380006,18.662463471775,6.55013560008,9.624622370842781,12.440106602253467,-0.24714312096054322,8.1277454184345
97,1991,6047,MERCED,CALIFORNIA,30.98,10200,25.275500277600003,29.940702837699998,35.2356282044,32.1680273359,33.565270051300004,9.718883545399999,12.878082488099999,16.8292947031,14.895866590899999,15.542023733199999,17.4971919115,21.4093926629,26.032461453699998,23.531946963400003,24.553646892199996,22.775264079899998,31.182720906300002,38.8976128957,30.8113253254,34.0796904009,2.48515144833,4.07915932327,4.85938983251,3.06848879142,4.03766666672,12.630207764100001,17.6309401148,21.8785013641,16.9399070584,19.058678533800002,3.43484745052,1.35308474912,0.0,1.8977288150099998,0.17623728744199998,22.604927976739997,17.26988907535,6.861898302092,9.624622370842781,12.440106602253467,-0.2220820252657904,5.920527744969586
98,2017,6077,SAN JOAQUIN,CALIFORNIA,42.35,20400,27.278671769499997,31.4581576035,34.745653496399996,33.342377445,30.6925937078,10.9429301302,14.309007373900002,15.355551657000001,16.166030771400003,14.3484827945,19.1108009499,22.8835824887,25.0506025767,24.754204108200003,22.520538251199998,25.6817664587,33.1174585263,42.2618187915,36.1021031812,32.0518431795,1.90131143116,3.07837004924,3.9052397771699994,3.5847153275699997,3.0147410152200003,13.7915389449,18.0979142878,23.0835292843,19.8434092544,17.5332920973,1.6977972323700001,4.2580184253099995,0.0,0.000921659008493,0.117986176055,22.86394567494,18.704097942849998,6.074723492743493,15.732557612433476,17.073333070462265,-0.565667762693538,-7.643064506212248
99,2016,6077,SAN JOAQUIN,CALIFORNIA,45.83,23000,26.3198682929,32.3935311723,33.8298552102,32.5419450153,30.770583098899998,11.502389320199999,13.7145448467,14.4435098908,13.8655069055,12.2736543771,18.9111288066,23.054038009499997,24.1366825505,23.2037259604,21.522118738000003,23.6380450501,38.4681566684,41.049376085,36.3020072777,33.664037631999996,1.98906169063,3.9007995395,3.59133149876,2.61991838808,2.7116619050999997,12.8135533704,21.184478103900002,22.3203537919,19.460962832899998,18.187849768499998,8.726451612530001,0.0,0.0,0.0,0.0,22.165538812999998,18.944837024774998,8.726451612530001,15.732557612433476,17.073333070462265,-0.41035373532449826,-2.528930218586467
100,2015,6077,SAN JOAQUIN,CALIFORNIA,42.29,34000,24.719399428800003,32.5818387033,32.4275397557,32.2052891517,31.4689738858,9.79280362754,14.2676574546,15.8952460267,15.2415920975,13.8600214982,17.2561015282,23.4247480789,24.1613928912,23.723440624600002,22.664497691999998,20.4620514344,36.1367019798,34.779558500300006,35.1552608998,37.0933149216,1.47569495924,3.09565130533,3.67093503944,3.09936821786,4.48934869371,10.9688731968,19.6161766425,19.2252467699,19.127314558800002,20.7913318077,4.194055302940001,2.8323271898799995,0.006405529784989999,0.210092165735,0.0,22.246036162979998,17.234402792,7.24288018833999,15.732557612433476,17.073333070462265,-0.4972478068023554,-4.488807928581956
101,2014,6077,SAN JOAQUIN,CALIFORNIA,44.03,33000,28.6660933575,31.813794151,33.9620068407,32.3911149017,31.1972273708,12.0430608007,13.5136728109,16.4427932221,15.527915869400001,14.689897091199999,20.3545770791,22.663733480999998,25.2024000314,23.9595153855,22.943562230999998,28.307520436199997,33.7999631376,36.5931618944,32.3717898055,31.3950506707,3.4483841240900004,3.07462980027,3.70918388455,2.7490114480699996,2.49578341012,15.8779522801,18.4372964689,20.1511728895,17.5604006268,16.9454170404,0.407880183404,0.0123963133874,0.0,0.00331797235332,10.0063594733,23.024757641599997,18.006705566325003,10.429953942444719,15.732557612433476,17.073333070462265,-0.3105781189943826,-1.222697636198717
102,2013,6077,SAN JOAQUIN,CALIFORNIA,43.05,21000,27.421771943899998,31.1678340821,34.188720085300005,31.812372539899997,29.1517803453,11.6500431103,14.3201689735,15.365873343199999,14.388442088800002,13.556024580399999,19.5359075271,22.744001527800002,24.777296714200002,23.1004073144,21.3539024628,25.2160532172,30.7489692793,36.4198275688,30.6899405313,27.020582185100004,3.23464099865,3.15693394999,3.59240374601,2.5262167397299997,2.7715929341799996,14.2253471079,16.9529516146,20.0061156574,16.6080786355,14.8960875596,1.47364055109,3.1329953940499995,0.0,0.0,10.5343779084,22.302303109260002,16.94812325385,15.141013853539999,15.732557612433476,17.073333070462265,-0.034647233580704775,-0.7305993414076539
103,2012,6077,SAN JOAQUIN,CALIFORNIA,40.91,22000,27.618934150500003,30.4135959984,32.547878687600004,34.4356592708,31.5511658869,11.089262675699999,13.1914116799,14.0375650357,15.0141935509,13.0508863251,19.3540984131,21.8025038392,23.292721861599997,24.7249264108,22.301026106,25.4575249002,30.262370203400003,32.5843258684,38.2032971581,31.825291866700002,2.51894603905,3.2766175105,2.4431068822,3.6930697168599997,2.7731305685,13.988235469600001,16.769493856900002,17.5137163753,20.9481834375,17.2992112176,0.246774193251,1.9017972333900002,0.353640551408,0.0,0.09308755739420001,22.295055326139998,17.304907284825,2.5952995354432002,15.732557612433476,17.073333070462265,-0.7694606567313094,-1.4525130442960688
104,2011,6077,SAN JOAQUIN,CALIFORNIA,44.35,20000,23.382849709200002,28.1946666671,32.249937563,32.8785119554,32.819267274699996,9.31973242398,12.8343732723,14.9832778402,14.4304311067,14.6360107457,16.3512910666,20.5145199697,23.6166077016,23.654471531,23.7276390102,18.1275040856,23.8109170623,29.597081902600003,30.5660398468,31.842940099699998,1.7549427667900002,2.20511367125,2.6350661512299998,2.45783410004,2.9660952386000004,9.94122342619,13.0080153668,16.1160740269,16.511936973399997,17.4045176692,27.5476497891,34.9420737598,0.0,0.0,0.014239631344299999,21.57290585582,13.8943124483225,62.503963180244305,15.732557612433476,17.073333070462265,2.7394419926550686,3.351561255223352
105,2010,6077,SAN JOAQUIN,CALIFORNIA,41.33,24000,23.2397904046,30.281847922399997,32.8551449411,31.3519607684,30.881511526500002,9.0083752057,13.9320399424,13.9308785535,13.045965515799999,13.297138249300001,16.1240828051,22.106943932399997,23.3930117473,22.198963142100002,22.0893248879,18.427013525899998,28.1953271733,32.1263505225,28.4999108064,29.335663583600002,1.7148015450299998,3.0951520728099995,2.6113557312299998,1.8584748021700002,2.63198310284,10.0709075355,15.645239623,17.3688531269,15.179192804300001,15.9838233432,17.850000013699997,0.386267280858,0.0,0.0,0.00059907831904,21.182465302959997,14.566048272425,18.23686637287704,15.732557612433476,17.073333070462265,0.1466795469934423,1.6416235571214912
